TokenID,Character,Earrings,Eyes,Hat,Mouth,Neck,Nose,Whiskers
1560,Alvin,None,Crosseyed,No Hat,Small Frown,Plain,Dark,Whiskers
1562,Matthias,Flower,Crosseyed,Karate Kid,Big Frown,Gold Chain,Normal,Tiny Whiskers
1563,Common,None,Looking Up,Karate Kid,Big Smile,Plain,No Nose,Whiskers
1564,Matthias,None,Looking Left,Halo,Smile,Red Necklace,Big,No Whiskers
1565,Jerry,None,Crosseyed,No Hat,Small Smile,Plain,No Nose,Tiny Whiskers
1566,Simon,None,Bandit Mask,Bane,Frown,Gold Chain,No Nose,Tiny Whiskers
1567,Simon,None,Crosseyed,No Hat,Smile,Plain,Tiny,Whiskers
1569,Simon,None,Crazy,Karate Kid,Big Frown,Plain,Dark,Tiny Whiskers
1573,Jerry,None,Crosseyed,Cheese,Straight,Plain,No Nose,Handlebar
1574,Templeton,Stud,Looking Right,No Hat,Frown,Plain,Normal,Tiny Whiskers
1576,Templeton,Bar,Bandit Mask,Karate Kid,Big Smile,Gold Chain,No Nose,Whiskers
1577,Jerry,Flower,Bandit Mask,Karate Kid,Straight,Plain,Big,Whiskers
1579,Reepicheep,None,Looking Right,Construction Hat,Frown,Plain,Tiny,Tiny Whiskers
1580,Stuart,None,Looking Left,Motorcycle Helmet,Big Frown,Red Necklace,Big,No Whiskers
1581,Stuart,Flower,Looking Right,Karate Kid,Small Frown,Plain,Big,Whiskers
1585,Simon,None,Bandit Mask,No Hat,Small Frown,Plain,No Nose,Whiskers
1586,Common,None,Bandit Mask,No Hat,Smile,Plain,Normal,Handlebar
1587,Irradiated,None,Looking Left,Karate Kid,Frown,Black Necklace,Big,Whiskers
1588,Common,None,Looking Left,No Hat,Small Frown,Black Necklace,Dark,Tiny Whiskers
1592,Templeton,None,Sunglasses,Halo,Smile,Plain,No Nose,Whiskers
1595,Common,None,Crosseyed,Astronaut,Big Smile,Plain,Big,Big Whiskers
1596,Stuart,None,Bandit Mask,No Hat,Frown,Plain,Normal,Big Whiskers
1602,Jerry,None,Sunglasses,No Hat,Straight,Red Necklace,No Nose,Whiskers
1603,Simon,None,Looking Up,Construction Hat,Small Smile,Plain,Dark,Whiskers
1604,Jerry,None,Crosseyed,Karate Kid,Straight,Plain,Dark,Tiny Whiskers
1605,Jerry,None,Looking Right,No Hat,Smile,Plain,Tiny,Whiskers
1606,Stuart,None,Looking Right,No Hat,Straight,Plain,No Nose,Tiny Whiskers
1607,Simon,None,Looking Right,Halo,Smile,Plain,Normal,Whiskers
1608,Reepicheep,Stud,Looking Left,Construction Hat,Smile,Plain,Normal,Tiny Whiskers
1609,Reepicheep,None,Closed,No Hat,Smile,Gold Chain,Dark,Handlebar
1610,Alvin,None,Sunglasses,Construction Hat,Big Frown,Plain,Dark,Big Whiskers
1611,Reepicheep,None,Crazy,Motorcycle Helmet,Small Frown,Plain,Normal,Whiskers
1612,Templeton,None,Looking Right,Elvis,Straight,Fancy,Normal,Tiny Whiskers
1614,Simon,None,Crosseyed,Cheese,Big Smile,Plain,Tiny,Tiny Whiskers
1616,Alvin,None,Crosseyed,No Hat,Smile,Red Necklace,Dark,Handlebar
1617,Matthias,None,Looking Up,Construction Hat,Big Smile,Plain,Tiny,Big Whiskers
1618,Templeton,Jim Dangles,Looking Up,Motorcycle Helmet,Big Smile,Plain,Big,Tiny Whiskers
1619,Jerry,None,Looking Up,No Hat,Small Smile,Red Necklace,Big,Tiny Whiskers
1620,Simon,None,Bandit Mask,No Hat,Smile,Gold Chain,Tiny,Tiny Whiskers
1623,Stuart,Flower,Looking Up,No Hat,Big Smile,Plain,Dark,Tiny Whiskers
1625,Stuart,None,Sunglasses,Halo,Big Frown,Plain,Tiny,Whiskers
1626,Common,None,Closed,No Hat,Small Smile,Plain,Normal,Tiny Whiskers
1627,Jerry,Stud,Crazy,Cheese,Small Smile,Red Necklace,Normal,Big Whiskers
1628,Reepicheep,None,Looking Right,No Hat,Big Smile,Plain,Dark,Big Whiskers
1630,Reepicheep,None,Closed,No Hat,Big Smile,Black Necklace,Dark,Whiskers
1632,Reepicheep,None,Looking Right,No Hat,Smile,Plain,Tiny,Whiskers
1633,Templeton,None,Bandit Mask,No Hat,Frown,Plain,Big,No Whiskers
1634,Jerry,None,Sunglasses,No Hat,Smile,Plain,Tiny,No Whiskers
1635,Reepicheep,None,Looking Up,No Hat,Small Smile,Plain,Dark,Whiskers
1636,Jerry,None,Bandit Mask,No Hat,Small Smile,Fancy,No Nose,Whiskers
1638,Alvin,None,Crazy,Cheese,Frown,Plain,Tiny,Big Whiskers
1640,Templeton,None,Looking Left,Elvis,Straight,Plain,Big,Tiny Whiskers
1641,Stuart,None,Looking Up,No Hat,Smile,Black Necklace,Normal,No Whiskers
1642,Alvin,None,Closed,Halo,Frown,Black Necklace,Big,Whiskers
1644,Jerry,None,Looking Left,No Hat,Big Frown,Plain,Normal,Tiny Whiskers
1646,Common,None,Crazy,No Hat,Frown,Black Necklace,No Nose,Big Whiskers
1648,Matthias,None,Looking Up,Karate Kid,Smile,Red Necklace,Tiny,Whiskers
1650,Jerry,None,Looking Right,No Hat,Frown,Plain,Normal,Whiskers
1651,Jerry,Flower,Looking Up,No Hat,Small Frown,Plain,Normal,Whiskers
1652,Reepicheep,None,Looking Up,Cheese,Big Smile,Red Necklace,Big,No Whiskers
1656,Reepicheep,None,Looking Right,Karate Kid,Frown,Plain,Big,No Whiskers
1661,Common,None,Looking Left,Karate Kid,Big Smile,Plain,No Nose,No Whiskers
1663,Templeton,None,Looking Right,No Hat,Straight,Black Necklace,Normal,Whiskers
1665,Common,None,Crosseyed,Karate Kid,Frown,Plain,No Nose,Whiskers
1666,Alvin,None,Bandit Mask,Cheese,Small Frown,Plain,Big,No Whiskers
1668,Templeton,None,Looking Up,Motorcycle Helmet,Big Frown,Plain,Big,Tiny Whiskers
1670,Common,None,Looking Left,No Hat,Frown,Red Necklace,Normal,Big Whiskers
1672,Stuart,None,Crosseyed,No Hat,Small Smile,Fancy,Big,No Whiskers
1676,Templeton,None,Bandit Mask,No Hat,Big Smile,Plain,Dark,No Whiskers
1677,Alvin,None,Sunglasses,Cheese,Small Frown,Plain,No Nose,Whiskers
1679,Simon,None,Looking Left,Elvis,Big Frown,Plain,Big,Whiskers
1681,Stuart,None,Looking Right,No Hat,Small Frown,Plain,No Nose,No Whiskers
1683,Simon,None,Bandit Mask,No Hat,Big Smile,Plain,Dark,Whiskers
1685,Common,None,Looking Up,No Hat,Big Smile,Gold Chain,Normal,Tiny Whiskers
1686,Common,None,Looking Left,Cheese,Big Frown,Plain,Normal,Tiny Whiskers
1687,Stuart,None,Sunglasses,No Hat,Smile,Plain,No Nose,Whiskers
1688,Stuart,None,Looking Left,Bane,Big Smile,Plain,Dark,No Whiskers
1690,Simon,None,Sunglasses,Halo,Small Frown,Plain,Dark,Whiskers
1691,Stuart,None,Closed,Cheese,Straight,Red Necklace,Normal,Whiskers
1693,Reepicheep,None,Looking Left,Halo,Small Frown,Plain,Big,Whiskers
1694,Templeton,None,Crosseyed,Cheese,Smile,Red Necklace,No Nose,Tiny Whiskers
1695,Alvin,None,Looking Right,No Hat,Straight,Plain,Tiny,Whiskers
1696,Stuart,None,Crosseyed,Karate Kid,Frown,Plain,Normal,Whiskers
1697,Stuart,None,Bandit Mask,Cheese,Small Smile,Black Necklace,Dark,Whiskers
1698,Irradiated,None,Crazy,Bane,Small Frown,Black Necklace,Tiny,Whiskers
1699,Common,None,Crosseyed,Elvis,Big Frown,Plain,Dark,Big Whiskers
1700,Stuart,None,Sunglasses,Halo,Frown,Plain,Normal,Tiny Whiskers
1701,Reepicheep,None,Looking Up,No Hat,Big Smile,Plain,Dark,Whiskers
1703,Jerry,None,Crazy,No Hat,Straight,Gold Chain,Dark,Tiny Whiskers
1704,Simon,None,Crosseyed,No Hat,Big Frown,Plain,Big,No Whiskers
1705,Templeton,None,VR Goggles,No Hat,Straight,Fancy,Big,Whiskers
1706,Stuart,None,Crosseyed,No Hat,Small Smile,Plain,Dark,Whiskers
1707,Simon,None,Looking Right,No Hat,Frown,Plain,Big,Whiskers
1708,Simon,Jim Dangles,Looking Up,No Hat,Big Smile,Plain,No Nose,Tiny Whiskers
1709,Common,None,Looking Right,No Hat,Straight,Plain,Tiny,Tiny Whiskers
1711,Matthias,None,VR Goggles,Karate Kid,Big Frown,Red Necklace,No Nose,Tiny Whiskers
1712,Stuart,None,Bandit Mask,Construction Hat,Frown,Plain,Big,Tiny Whiskers
1713,Jerry,None,Looking Up,No Hat,Big Smile,Plain,Tiny,Tiny Whiskers
1715,Reepicheep,None,Closed,No Hat,Small Smile,Plain,Dark,Whiskers
1716,Stuart,None,Bandit Mask,Halo,Smile,Plain,Tiny,No Whiskers
1718,Common,None,Looking Right,No Hat,Frown,Fancy,Tiny,Handlebar
1719,Alvin,None,Crosseyed,Astronaut,Straight,Plain,Normal,No Whiskers
1720,Jerry,None,Looking Right,No Hat,Frown,Red Necklace,Dark,Whiskers
1723,Matthias,None,Looking Left,Bane,Big Smile,Plain,Normal,Tiny Whiskers
1724,Alvin,None,Looking Up,Construction Hat,Straight,Plain,No Nose,Whiskers
1725,Stuart,None,Crosseyed,Construction Hat,Big Smile,Fancy,Normal,Whiskers
1726,Matthias,None,Looking Left,Karate Kid,Small Frown,Plain,Tiny,Whiskers
1729,Matthias,None,Sunglasses,Cheese,Frown,Red Necklace,Dark,Whiskers
1730,Alvin,Stud,Crosseyed,No Hat,Small Frown,Red Necklace,Tiny,Tiny Whiskers
1732,Stuart,None,Closed,Construction Hat,Small Smile,Plain,Normal,Tiny Whiskers
1733,Common,None,Looking Left,Halo,Smile,Plain,Dark,Big Whiskers
1734,Alvin,None,Crazy,No Hat,Frown,Plain,No Nose,Tiny Whiskers
1735,Simon,None,Bandit Mask,Cheese,Small Frown,Plain,Dark,Tiny Whiskers
1737,Reepicheep,None,Sunglasses,Soldier,Small Smile,Plain,No Nose,Whiskers
1743,Stuart,Bar,Looking Right,No Hat,Straight,Fancy,Tiny,Tiny Whiskers
1744,Reepicheep,None,Crosseyed,Soldier,Big Frown,Black Necklace,Normal,Whiskers
1745,Common,None,Closed,Elvis,Straight,Plain,No Nose,Tiny Whiskers
1746,Common,None,Looking Right,No Hat,Big Frown,Plain,Dark,Tiny Whiskers
1748,Reepicheep,None,Crosseyed,Astronaut,Smile,Plain,Normal,Whiskers
1750,Common,None,Bandit Mask,No Hat,Small Frown,Gold Chain,Dark,Tiny Whiskers
1751,Stuart,None,Looking Right,No Hat,Small Smile,Black Necklace,Tiny,Whiskers
1753,Stuart,None,Closed,No Hat,Small Smile,Plain,No Nose,Whiskers
1754,Jerry,None,Looking Left,Construction Hat,Big Smile,Plain,Normal,Tiny Whiskers
1755,Stuart,None,Crosseyed,No Hat,Small Smile,Red Necklace,Normal,Whiskers
1757,Reepicheep,None,Crosseyed,No Hat,Small Frown,Plain,Dark,Tiny Whiskers
1759,Common,Stud,Crosseyed,No Hat,Smile,Plain,No Nose,Tiny Whiskers
1760,Reepicheep,None,Crosseyed,Cheese,Smile,Plain,Dark,Tiny Whiskers
1761,Reepicheep,None,Looking Left,No Hat,Straight,Plain,Big,Handlebar
1762,Matthias,None,Looking Left,Karate Kid,Big Smile,Plain,Normal,Big Whiskers
1763,Matthias,None,Looking Left,Motorcycle Helmet,Big Smile,Black Necklace,Big,Whiskers
1766,Jerry,None,Looking Right,No Hat,Big Smile,Plain,Tiny,Whiskers
1767,Simon,None,Crazy,No Hat,Big Frown,Plain,Tiny,Whiskers
1769,Stuart,None,Looking Right,No Hat,Frown,Red Necklace,Tiny,Tiny Whiskers
1770,Common,None,Crosseyed,Elvis,Frown,Plain,No Nose,Handlebar
1771,Jerry,None,Looking Right,Motorcycle Helmet,Smile,Plain,Tiny,Tiny Whiskers
1772,Common,None,Looking Left,No Hat,Smile,Plain,Dark,Whiskers
1773,Simon,None,Crosseyed,Halo,Frown,Plain,Big,No Whiskers
1774,Matthias,None,Looking Up,Elvis,Straight,Gold Chain,Tiny,Big Whiskers
1775,Common,None,Looking Left,No Hat,Smile,Plain,No Nose,Big Whiskers
1776,Reepicheep,None,Bandit Mask,Halo,Small Frown,Plain,Big,Tiny Whiskers
1777,Simon,None,Looking Left,Elvis,Small Smile,Black Necklace,Big,Tiny Whiskers
1778,Reepicheep,Bar,Looking Right,No Hat,Big Smile,Red Necklace,No Nose,Tiny Whiskers
1779,Stuart,None,VR Goggles,Elvis,Big Frown,Plain,Normal,Whiskers
1781,Simon,None,Looking Up,No Hat,Big Frown,Plain,No Nose,Tiny Whiskers
1782,Stuart,None,3D Glasses,Karate Kid,Big Frown,Gold Chain,No Nose,Tiny Whiskers
1783,Jerry,None,Looking Up,No Hat,Smile,Plain,Tiny,Whiskers
1785,Jerry,None,Crazy,No Hat,Small Smile,Black Necklace,Dark,Whiskers
1786,Matthias,None,Closed,Karate Kid,Small Smile,Plain,No Nose,Whiskers
1789,Simon,None,Looking Up,No Hat,Small Smile,Plain,Tiny,Tiny Whiskers
1790,Jerry,None,Looking Right,No Hat,Smile,Plain,No Nose,No Whiskers
1791,Stuart,None,Crosseyed,Halo,Big Frown,Black Necklace,Normal,Whiskers
1792,Common,None,Looking Right,No Hat,Big Smile,Plain,Normal,Big Whiskers
1793,Jerry,Bar,Looking Up,Construction Hat,Smile,Fancy,Big,Tiny Whiskers
1794,Jerry,None,Looking Right,No Hat,Small Smile,Plain,Tiny,Tiny Whiskers
1795,Jerry,None,Looking Right,Motorcycle Helmet,Straight,Plain,Normal,Whiskers
1796,Common,Flower,Crosseyed,Elvis,Straight,Black Necklace,No Nose,Whiskers
1799,Simon,None,Crosseyed,Halo,Small Smile,Black Necklace,Normal,Tiny Whiskers
1800,Reepicheep,None,Looking Up,No Hat,Big Smile,Gold Chain,Tiny,Handlebar
1802,Alvin,None,Crosseyed,Soldier,Straight,Red Necklace,Normal,Whiskers
1804,Matthias,None,Looking Left,No Hat,Small Smile,Fancy,Tiny,Whiskers
1805,Common,Flower,Closed,No Hat,Big Frown,Red Necklace,Normal,Whiskers
1806,Stuart,Stud,Looking Up,No Hat,Big Frown,Plain,Dark,Tiny Whiskers
1807,Matthias,None,Looking Up,No Hat,Small Smile,Plain,Tiny,Whiskers
1808,Irradiated,None,Closed,No Hat,Smile,Black Necklace,Normal,Whiskers
1810,Alvin,None,Sunglasses,No Hat,Straight,Plain,Dark,Whiskers
1811,Templeton,None,Looking Right,No Hat,Frown,Fancy,Big,Big Whiskers
1812,Stuart,None,Bandit Mask,Karate Kid,Big Smile,Plain,Tiny,Tiny Whiskers
1814,Reepicheep,None,Looking Right,Elvis,Big Frown,Black Necklace,No Nose,Whiskers
1816,Reepicheep,Jim Dangles,Crosseyed,Cheese,Frown,Plain,Tiny,Tiny Whiskers
1818,Jerry,None,Looking Up,No Hat,Smile,Fancy,Tiny,Big Whiskers
1819,Common,None,Looking Left,No Hat,Frown,Plain,Tiny,Whiskers
1820,Common,None,Sunglasses,Motorcycle Helmet,Big Frown,Plain,Big,Whiskers
1822,Stuart,None,Bandit Mask,No Hat,Small Smile,Fancy,Dark,Whiskers
1824,Common,None,Crazy,No Hat,Frown,Plain,Tiny,Tiny Whiskers
1825,Stuart,None,Looking Left,No Hat,Big Smile,Plain,Tiny,Tiny Whiskers
1827,Common,Flower,Looking Up,No Hat,Big Smile,Black Necklace,Normal,No Whiskers
1830,Templeton,None,Looking Right,Elvis,Small Frown,Plain,Big,Big Whiskers
1831,Simon,None,Looking Up,Halo,Straight,Plain,Dark,Whiskers
1832,Common,Bar,3D Glasses,No Hat,Smile,Plain,Normal,Whiskers
1833,Reepicheep,None,Crosseyed,No Hat,Small Smile,Plain,Tiny,Whiskers
1834,Jerry,None,Bandit Mask,No Hat,Small Frown,Red Necklace,Tiny,Tiny Whiskers
1836,Common,None,Closed,Motorcycle Helmet,Straight,Plain,No Nose,Big Whiskers
1838,Stuart,None,Looking Up,No Hat,Small Smile,Plain,Big,Tiny Whiskers
1839,Stuart,None,Crosseyed,Construction Hat,Big Frown,Plain,Tiny,Tiny Whiskers
1842,Matthias,None,Sunglasses,No Hat,Big Frown,Plain,No Nose,Whiskers
1843,Stuart,None,Crosseyed,No Hat,Smile,Plain,Tiny,Big Whiskers
1844,Stuart,Stud,Crosseyed,Soldier,Small Frown,Plain,Big,No Whiskers
1845,Simon,Stud,Looking Right,No Hat,Small Frown,Black Necklace,Normal,Tiny Whiskers
1846,Templeton,None,Crazy,No Hat,Smile,Plain,No Nose,Whiskers
1847,Templeton,None,Looking Left,Construction Hat,Big Smile,Red Necklace,Dark,Whiskers
1848,Templeton,None,Looking Left,Halo,Big Smile,Plain,No Nose,Tiny Whiskers
1849,Common,None,Looking Right,Karate Kid,Big Frown,Plain,Big,Whiskers
1851,Stuart,Stud,Looking Right,No Hat,Straight,Plain,Big,No Whiskers
1852,Stuart,None,Bandit Mask,Elvis,Small Smile,Plain,Normal,Whiskers
1856,Jerry,None,Looking Right,Karate Kid,Smile,Plain,Dark,Whiskers
1858,Reepicheep,None,Sunglasses,No Hat,Big Frown,Fancy,Big,Tiny Whiskers
1859,Jerry,None,Looking Up,No Hat,Smile,Plain,Tiny,Tiny Whiskers
1863,Simon,None,Crosseyed,No Hat,Small Smile,Plain,Dark,Whiskers
1865,Jerry,None,Crosseyed,Construction Hat,Small Smile,Plain,Normal,Tiny Whiskers
1866,Matthias,None,Looking Right,No Hat,Smile,Fancy,Normal,No Whiskers
1867,Stuart,None,Looking Up,No Hat,Smile,Plain,No Nose,Whiskers
1869,Templeton,None,Bandit Mask,No Hat,Frown,Plain,Normal,Tiny Whiskers
1870,Matthias,None,Crosseyed,No Hat,Big Smile,Plain,Tiny,Whiskers
1871,Jerry,None,Looking Up,Soldier,Straight,Plain,Big,Whiskers
1872,Reepicheep,None,Crosseyed,No Hat,Big Smile,Plain,Dark,Tiny Whiskers
1873,Reepicheep,None,Looking Up,No Hat,Small Smile,Red Necklace,Big,Whiskers
1874,Common,None,Looking Up,Karate Kid,Smile,Black Necklace,Big,Tiny Whiskers
1875,Templeton,None,Looking Up,Cheese,Big Frown,Plain,Dark,Whiskers
1876,Stuart,None,Looking Right,Construction Hat,Big Frown,Plain,Big,Whiskers
1877,Simon,None,Looking Left,No Hat,Small Frown,Black Necklace,Big,Tiny Whiskers
1878,Reepicheep,None,Looking Left,No Hat,Frown,Plain,Dark,Tiny Whiskers
1882,Common,None,Looking Left,Astronaut,Smile,Plain,Big,Tiny Whiskers
1883,Common,None,Looking Left,No Hat,Big Smile,Red Necklace,Tiny,Big Whiskers
1885,Jerry,None,Looking Up,Cheese,Big Frown,Plain,Normal,Tiny Whiskers
1887,Templeton,None,Sunglasses,No Hat,Small Frown,Plain,Tiny,Tiny Whiskers
1890,Simon,None,Crazy,No Hat,Straight,Plain,Dark,Tiny Whiskers
1892,Jerry,None,Looking Right,Soldier,Small Frown,Plain,Normal,Whiskers
1894,Stuart,None,Sunglasses,No Hat,Big Frown,Plain,Normal,No Whiskers
1895,Stuart,None,Looking Left,No Hat,Big Smile,Black Necklace,Normal,Tiny Whiskers
1896,Templeton,None,Crosseyed,Astronaut,Small Smile,Plain,Tiny,Whiskers
1899,Simon,None,Looking Right,Halo,Frown,Plain,Normal,Big Whiskers
1901,Irradiated,Flower,Looking Up,No Hat,Big Frown,Red Necklace,Dark,Tiny Whiskers
1902,Stuart,None,Looking Left,Halo,Small Smile,Plain,Dark,Whiskers
1903,Jerry,None,Looking Right,Cheese,Small Smile,Plain,Big,Whiskers
1904,Jerry,None,Looking Left,Elvis,Big Frown,Plain,Big,Tiny Whiskers
1905,Reepicheep,None,Looking Right,No Hat,Straight,Fancy,Dark,Whiskers
1907,Jerry,None,Sunglasses,Soldier,Frown,Red Necklace,No Nose,Whiskers
1908,Templeton,None,Closed,Halo,Small Smile,Red Necklace,No Nose,Tiny Whiskers
1909,Reepicheep,None,Crosseyed,No Hat,Small Frown,Plain,Dark,Handlebar
1910,Common,None,Looking Left,No Hat,Smile,Plain,Big,Whiskers
1911,Reepicheep,None,Crosseyed,Cheese,Straight,Fancy,No Nose,Tiny Whiskers
1912,Stuart,None,Crosseyed,No Hat,Smile,Plain,Dark,Whiskers
1913,Reepicheep,None,Looking Up,No Hat,Smile,Red Necklace,Big,Whiskers
1915,Irradiated,Stud,Bandit Mask,Motorcycle Helmet,Small Smile,Fancy,Tiny,Whiskers
1917,Templeton,Flower,Looking Right,No Hat,Big Frown,Fancy,Big,Tiny Whiskers
1918,Stuart,None,Crosseyed,No Hat,Big Smile,Plain,Big,Big Whiskers
1921,Stuart,None,3D Glasses,Soldier,Small Frown,Plain,Dark,Handlebar
1922,Reepicheep,None,Crosseyed,Karate Kid,Straight,Plain,No Nose,Tiny Whiskers
1923,Alvin,None,Looking Up,Karate Kid,Smile,Plain,Big,Tiny Whiskers
1926,Alvin,None,Bandit Mask,Construction Hat,Straight,Plain,Big,Whiskers
1927,Matthias,None,Sunglasses,Astronaut,Straight,Plain,Dark,Whiskers
1929,Templeton,None,Looking Up,No Hat,Frown,Plain,No Nose,Whiskers
1930,Templeton,None,Looking Right,Motorcycle Helmet,Small Smile,Plain,No Nose,Whiskers
1931,Alvin,None,Looking Left,No Hat,Small Frown,Plain,Normal,Whiskers
1932,Templeton,None,Looking Left,No Hat,Frown,Plain,Normal,Whiskers
1933,Alvin,None,Bandit Mask,No Hat,Small Frown,Black Necklace,Big,Whiskers
1934,Simon,None,Looking Left,Cheese,Small Smile,Gold Chain,Normal,Whiskers
1936,Templeton,None,Crosseyed,No Hat,Straight,Red Necklace,No Nose,Tiny Whiskers
1939,Stuart,None,Crosseyed,Elvis,Big Frown,Plain,Normal,Big Whiskers
1940,Jerry,None,Crazy,No Hat,Smile,Red Necklace,No Nose,Whiskers
1942,Matthias,None,Closed,Karate Kid,Small Smile,Red Necklace,Tiny,Tiny Whiskers
1943,Jerry,None,Looking Left,No Hat,Small Smile,Black Necklace,No Nose,Tiny Whiskers
1945,Jerry,None,Looking Up,Karate Kid,Straight,Plain,No Nose,Tiny Whiskers
1948,Simon,None,Looking Left,No Hat,Small Smile,Plain,Tiny,Tiny Whiskers
1950,Alvin,None,Bandit Mask,No Hat,Smile,Plain,Big,Whiskers
1952,Templeton,None,Looking Up,No Hat,Smile,Fancy,No Nose,Whiskers
1960,Reepicheep,None,Looking Right,No Hat,Big Frown,Plain,Big,No Whiskers
1961,Stuart,None,Looking Left,No Hat,Small Smile,Black Necklace,Tiny,Whiskers
1962,Common,None,Crosseyed,No Hat,Frown,Plain,Normal,Whiskers
1963,Reepicheep,None,Looking Up,Bane,Big Smile,Plain,Tiny,Tiny Whiskers
1964,Matthias,None,Crosseyed,No Hat,Frown,Gold Chain,Tiny,Whiskers
1966,Templeton,Bar,Closed,No Hat,Small Smile,Plain,Dark,Big Whiskers
1968,Alvin,Stud,Crosseyed,No Hat,Big Frown,Black Necklace,Big,Whiskers
1969,Common,None,Looking Right,No Hat,Big Frown,Plain,Big,No Whiskers
1970,Alvin,None,Looking Right,No Hat,Small Smile,Plain,No Nose,Whiskers
1973,Common,None,Bandit Mask,No Hat,Big Smile,Plain,Big,Whiskers
1975,Common,None,Crazy,No Hat,Straight,Plain,Dark,Whiskers
1976,Jerry,None,Sunglasses,Elvis,Straight,Fancy,Dark,Whiskers
1977,Simon,Stud,Crosseyed,Astronaut,Small Frown,Red Necklace,Tiny,Tiny Whiskers
1978,Reepicheep,None,Looking Right,No Hat,Big Frown,Plain,Dark,Tiny Whiskers
1982,Templeton,None,Looking Up,No Hat,Straight,Plain,No Nose,Whiskers
1983,Stuart,None,Looking Up,Construction Hat,Big Smile,Plain,Big,Tiny Whiskers
1985,Reepicheep,None,Bandit Mask,Motorcycle Helmet,Big Frown,Plain,Dark,Whiskers
1986,Jerry,None,Sunglasses,Construction Hat,Small Smile,Plain,Dark,Tiny Whiskers
1988,Templeton,None,Looking Right,No Hat,Small Smile,Black Necklace,Dark,Whiskers
1990,Stuart,None,Crosseyed,Motorcycle Helmet,Straight,Plain,Big,Whiskers
1991,Reepicheep,None,Closed,No Hat,Frown,Plain,Normal,Tiny Whiskers
1992,Stuart,None,Sunglasses,Motorcycle Helmet,Small Smile,Plain,No Nose,Tiny Whiskers
1994,Reepicheep,Stud,Looking Up,Construction Hat,Small Frown,Plain,Tiny,Handlebar
1995,Irradiated,None,Bandit Mask,Motorcycle Helmet,Big Frown,Plain,Dark,Whiskers
1996,Jerry,None,Looking Up,Karate Kid,Small Smile,Plain,Dark,Big Whiskers
1997,Stuart,None,Crosseyed,Cheese,Big Smile,Plain,Big,Whiskers
1998,Simon,None,Crosseyed,No Hat,Frown,Black Necklace,Tiny,No Whiskers
1999,gL1tCh3D,None,Crosseyed,No Hat,Big Smile,Black Necklace,Dark,Whiskers
2000,Alvin,Bar,Looking Left,No Hat,Frown,Plain,No Nose,Whiskers
2001,Common,None,Crosseyed,Elvis,Straight,Plain,Normal,Tiny Whiskers
2004,Common,None,Closed,Astronaut,Small Frown,Plain,No Nose,No Whiskers
2005,Simon,None,Crosseyed,Motorcycle Helmet,Small Smile,Gold Chain,Big,Whiskers
2006,Alvin,None,Bandit Mask,Karate Kid,Small Smile,Plain,Normal,Whiskers
2008,Common,None,Looking Right,Cheese,Smile,Plain,Big,Whiskers
2009,Simon,Flower,Bandit Mask,No Hat,Big Frown,Plain,Big,Whiskers
2010,Jerry,None,Crosseyed,Construction Hat,Big Frown,Plain,Big,Whiskers
2015,Reepicheep,None,Looking Right,Motorcycle Helmet,Frown,Plain,Tiny,Tiny Whiskers
2027,Jerry,None,Looking Up,Motorcycle Helmet,Small Frown,Plain,Tiny,Tiny Whiskers
2030,Templeton,None,Looking Up,Karate Kid,Smile,Red Necklace,Big,Whiskers
2039,Templeton,None,3D Glasses,Construction Hat,Smile,Plain,Dark,Tiny Whiskers
2042,Jerry,None,Crosseyed,Bane,Big Smile,Plain,Dark,No Whiskers
2043,Common,Bar,Looking Left,Karate Kid,Small Smile,Red Necklace,Tiny,Big Whiskers
2053,Stuart,None,Crazy,No Hat,Frown,Gold Chain,Dark,Whiskers
2063,Stuart,None,Bandit Mask,No Hat,Frown,Gold Chain,Tiny,Whiskers
2064,Templeton,None,Looking Left,Cheese,Big Smile,Plain,Dark,Whiskers
2065,Reepicheep,None,Looking Up,Bane,Small Frown,Plain,No Nose,Whiskers
2075,Stuart,None,Sunglasses,No Hat,Small Frown,Fancy,Normal,Whiskers
2078,Common,None,Looking Up,No Hat,Straight,Plain,Normal,Tiny Whiskers
2079,Alvin,None,Looking Left,Karate Kid,Big Smile,Plain,Tiny,Whiskers
2086,Irradiated,None,Looking Left,No Hat,Small Frown,Plain,Normal,Whiskers
